어휘,품사,뜻풀이
갱신보험,품사 없음,보험료를 납입하는 기간에 일정한 주기를 단위로 보험료가 변하는 보험.
갱신보험료,품사 없음,보험의 보장 기간이 끝났을 때l 그 기간을 연장하면서 다시 계약하는 보험료.
갱신복구,품사 없음,최근에 갱신된 레코드를 과거에 저장했던 동일 레코드로 대체함으로써 갱신 이전의 과거 형태로 복귀하도록 수정하는 일.
갱신뷰,품사 없음,데이터베이스에서 수정된 뷰. 기본 릴레이션과 달리 뷰에 대해서는 모든 유형의 갱신이 허용되지 않는다.
갱신사본,품사 없음,갱신할 데이터 객체를 갱신하기 바로 직전에 복사하여 변경을 보존하는 다른 사본. 변경이 완전히 끝난 뒤에 다시 원래의 것이 사본을 대체한다.
갱신사항관리기능,품사 없음,갱신하기 전과 후의 데이터를 전부 파일화하여 갱신과 관련한 변경 사항을 저장하여 관리하는 일.
갱신사항파일,품사 없음,갱신하기 전의 데이터와 갱신 과정의 데이터 그리고 갱신한 데이터 전부를 시간의 순서에 맞게 저장해 놓은 파일.
갱신성숙기,명사,나무에 열매가 잘 맺고 싹이 잘 돋는 시기. 이때에 나무를 베면 다음 세대의 숲을 자연적으로 조성하는 데 유리하다.
갱신세,명사,신생대 제사기의 첫 시기. 인류가 발생하여 진화한 시기이다. 지구가 널리 빙하로 덮여 몹시 추웠고l 매머드 같은 코끼리와 현재의 식물과 같은 것이 생육하였다.
갱신수수료,품사 없음,법률관계의 존속 기간이 끝났을 때l 그 기간을 연장하는 데에 내는 수수료.
갱신수요,품사 없음,주택이나 건축물이 노후하거나 상대적으로 구식이어서 건물의 갱신을 목적으로 하는 수요.
갱신여부,품사 없음,공급 자료의 갱신 가부를 나타내는 표시.
갱신율,명사,어떤 개체군이 안정된 상태에서 단위 시간당 새로운 것으로 바뀌는 양과 현존량 사이의 비율.
갱신이상,품사 없음,한 <FL>투플</FL>의 <FL>어트리뷰트값</FL>을 수정하였을 때 정보에 모순이 생기는 현상.
갱신자,명사,법률관계의 존속 기간이 끝났을 때 그 기간을 연장하는 사람.
갱신잠금,품사 없음,기존에 기록되어 있는 데이터를 수정하여 기록하기 위하여 다른 트랜잭션의 접근을 통제하는 일.
갱신잠금조치,품사 없음,트랜잭션이 레코드를 수정할 가능성이 있을 때 취하는 조치.
갱신전덤프,품사 없음,갱신하기 전에 파일을 복원하여 출력하는 일.
갱신전데이터,품사 없음,데이터베이스에서 데이터를 갱신할 때 갱신 후 복원 처리를 위해 갱신 직전의 상태를 기술해 놓은 데이터.
갱신전이미지,품사 없음,회복 데이터를 유지하는 회복 로그 기법의 하나로l 행동 전에 정보를 복사하는 방법. 행동 뒤에 정보를 복사하는 사후 이미지와 함께 회복 로그로 유지된다.
갱신전이미지로그,품사 없음,한 트랜잭션이 데이터베이스를 수정할 경우l 수정되기 이전의 옛 값들의 기록.
갱신전정,품사 없음,과수의 세력을 회복시키기 위하여 영양 생장을 하는 튼튼한 새 가지가 나도록 실시하는 가지치기. 나무가 노쇠하여 생산성이 떨어질 때l 결과(結果) 부위가 지나치게 전진되어 가지 기부(基部)에 가깝게 결실을 시키려 할 때 주로 실시한다.
갱신전지,품사 없음,쇠약해진 과실나무의 상태가 좋아지도록 가지를 다듬는 일.
갱신전카피,품사 없음,회복 데이터를 유지하는 회복 로그 기법의 하나로l 행동 전에 정보를 복사하는 방법. 행동 뒤에 정보를 복사하는 사후 이미지와 함께 회복 로그로 유지된다.
갱신조건부계약,품사 없음,종래의 보험 계약이 소멸되고 계속해서 새롭게 체결된 계약.
갱신주기,품사 없음,갱신 작업과 다음 갱신 작업 사이의 기간. 임목이나 임분의 벌기령과 동일하다.
갱신지,명사,생리적으로 쇠약해져서 결실이 불량하기 쉬운 굵은 가지를 잘라 낸 자리에 새로 자란 세력이 강한 가지.
갱신차금,품사 없음,선물 거래에서l 전일의 미결제 약정을 당일의 결제 가격으로 재평가하여 산출한 손익. 선물 가격의 변화에 따른 손익을 증거금에 반영하기 위하여 계산한다.
갱신처리,품사 없음,파일 안의 데이터를 새로운 내용의 데이터로 바꾸어 놓는 것.
갱신청구권,품사 없음,일정한 요건 아래 지상권자(地上權者)와 토지 임차인이 일방적으로 지상권이나 임대차 존속 기간의 갱신을 청구할 수 있는 권리.
갱신커서,품사 없음,비디오 단말기의 기억 장치와 화면에 새로운 정보를 입력할 수 있게 하는 회로가 포함되어 있음을 표시하는 커서.
갱신키,품사 없음,변경될 때마다 매번 세션 키를 암호화하기 위해 사용하는 키.
갱신투자,품사 없음,기존의 낡은 설비를 새로운 설비로 바꾸거나 보완하기 위한 투자.
갱신파일,품사 없음,개정본의 자동 제작이나 다른 파일을 위한 명령과 데이터를 포함하는 파일.
갱신프로그램마스터파일,품사 없음,오래된 프로그램이 삭제되거나l 새로운 혹은 교정된 프로그램이 트랜잭션 테이프에서 첨가되어 수정된 주파일.
갱신하다,동사,몸을 움직이다.
갱신형,명사,이미 있던 것을 고쳐 새롭게 하는 유형.
갱신형괴경,품사 없음,줄기나 지하경이 비대해진 괴경류의 줄기에 눈이 있어 분구로 번식하는 괴경류. 감자나 아네모네 따위에서 볼 수 있다.
갱신확산,품사 없음,한 데이터값을 수정할 때 중복된 다른 데이터값도 똑같이 차례로 수정하는 과정.
갱신후덤프,품사 없음,갱신을 한 후에 새로운 파일 내용을 출력하는 것.
갱신후데이터,품사 없음,갱신 처리가 완료된 후의 데이터.
갱신후이미지,품사 없음,수정된 레코드를 복사하여 동일하게 겹치게 된 레코드.
갱신후카피,품사 없음,수정된 레코드를 복사하여 동일하게 겹치게 된 레코드.
갱신히,부사,‘간신히’의 방언
갱실,명사,발파 작업을 위하여l 길이를 짧게 하여 방처럼 만든 갱도.
갱실발파,품사 없음,발파 작업을 위하여l 길이를 짧게 하여 방처럼 만든 갱도에 폭약을 장진하여 폭파하는 방법.
갱심,명사,‘개심’의 방언
갱심줄,명사,‘낚싯줄’의 방언
갱아래기둥,명사,광산에서 갱도를 유지하기 위하여 일정한 높이로 밑부분의 광체(鑛體)나 탄층을 남긴 것.
갱아지,명사,‘강아지’의 방언
갱아지새끼,명사,‘강아지’의 방언
갱아지풀,명사,‘강아지풀’의 방언
갱애지,명사,‘강아지’의 방언
갱언,명사,다시 말함.
갱에이지,명사,집단 형성에 관심을 가지고 집단 행동을 활발히 전개하는 8~13세의 연령층. 이 시기에는 주로 동성끼리 비슷한 연령층의 집단을 이루고 집단적인 놀이를 즐긴다.
갱연,품사 없음,‘갱연하다’의 어근.
갱연하다,형용사,쇠붙이나 돌 따위의 단단한 물체가 부딪치는 소리나 거문고 따위를 타는 소리가 짜랑짜랑하게 맑고 곱다.
갱연히,부사,쇠붙이나 돌 따위의 단단한 물체가 부딪치는 소리나 거문고 따위를 타는 소리가 짜랑짜랑하게 맑고 곱게.
갱엿,명사,푹 고아 여러 번 켜지 않고 그대로 굳혀 만든l 검붉은 빛깔의 엿.
갱엿돼지족조림,명사,삶은 돼지족발을 갱엿l 간장l 향신료 따위에 조린 음식. 황해도 지역의 향토 음식이다.
갱영화,품사 없음,암흑가를 배경으로 하는l 갱의 이야기를 다룬 영화.
갱오브식스,품사 없음,미국 연방 정부의 재정 적자 감축 방안을 협의해 온 실무자 6명의 모임. 민주당 의원 3명과 공화당 의원 3명으로 구성된다.
갱외,명사,광산의 갱 바깥쪽.
갱외부,명사,광산의 갱 바깥에서 일하는 인부.
갱외설비,품사 없음,터널 공사를 위하여 터널 외부에 설치하는 설비.
갱운,명사,남이 지은 시의 운에 맞추어 화답함.
갱운하다,동사,남이 지은 시의 운에 맞추어 화답하다.
갱울,명사,‘개울’의 방언
갱웨이,명사,가구l 기계 및 기타 장비에 접근하기 위하여 설치한 통로. 또는 그런 구조물.
갱위,명사,물러났던 임금이 왕위(王位)에 다시 오름.
갱위하다,동사,물러났던 임금이 왕위(王位)에 다시 오르다.
갱유,명사,중국의 진시황이 수많은 유생을 구덩이에 파묻어 죽인 일. 이때 죽은 유생의 수는 460여 명에 이르렀다고 한다.
갱유곡,명사,중국 산시성(陝西省) 린퉁현(臨潼縣)의 서남쪽에 있는 유적. 진시황 35년에 유생 460여 명을 산 채로 묻어 죽인 곳이라고 한다.
갱유분서,명사,중국 진(秦)나라의 시황제가 학자들의 정치적 비판을 막기 위하여 민간의 책 가운데 의약(醫藥)l 복서(卜筮)l 농업에 관한 것만을 제외하고 모든 서적을 불태우고 수많은 유생을 구덩이에 묻어 죽인 일.
갱유하다,동사,중국 진시황이 유생을 구덩이에 파묻어 죽이다. 이때 죽은 유생의 수는 460여 명에 이르렀다고 한다.
갱(을) 달다,품사 없음,사금광에 도랑을 내다.
갱의실,명사,옷을 갈아입는 방. ⇒규범 표기는 ‘경의실’이다.
갱이,명사,‘옹이’의 방언
갱장,명사,광산에서l 갱의 일을 감독하는 책임자.
갱장록,명사,조선 시대에l 이복원(李福源) 등이 왕명에 따라 엮은 책. 조선 왕조 역대 임금의 업적을 서술하였다. 정조 10년(1786)에 간행되었다. 8권 4책.
갱재,명사,임금이 지은 시가(詩歌)에 화답하는 시나 노래를 짓던 일.
갱재미,명사,‘꽹과리’의 방언
갱재첩,명사,임금과 신하가 화답한 글을 모은 시첩(詩帖).
갱재하다,동사,임금이 지은 시가(詩歌)에 화답하는 시나 노래를 짓다.
갱정,명사,지하자원을 찾아내거나 광석의 운반 또는 통풍을 위하여l 수평 갱도와 연결하여 수직으로 또는 경사지게 파 들어가는 작은 갱도.
갱정기,명사,법정 영급의 상태가 아닌 작업급을 법정 상태로 시정하기까지 걸리는 기간.
갱조개,명사,백합과의 조개. 몸의 길이는 25mm 정도이고 둥근 모양이며l 껍데기는 갈색이고 가장자리는 자색이다. 식용하며 개펄의 진흙에 사는데 한국l 일본l 중국l 대만 등지에 분포한다. ⇒규범 표기는 ‘가막조개’이다.
갱주개,명사,강에서 사는 민물조개
갱주게,명사,‘바지락’의 방언
갱죽,명사,시래기 따위의 채소류를 넣고 멀겋게 끓인 죽.
갱즙,명사,국의 국물.
갱증,명사,‘꽹과리’의 방언
갱지,명사,굴속으로 뚫린 길.
갱지갱,명사,예전에l 시문을 평가할 때 등수에 들지 못하는 꼴찌를 이르던 말.
갱지미,명사,놋쇠로 만든 반찬 그릇의 하나. 모양은 반병두리 같으나 그보다는 조금 작으며 주로 찌개나 조치 따위를 담는다.
갱진,명사,다시 앞으로 나아감.
갱진하다,동사,다시 앞으로 나아가다.
갱질,명사,잘못에 대한 책임을 물어 어떤 직위에 있는 사람을 다른 사람으로 바꿈. ⇒규범 표기는 ‘경질’이다.
갱질촉매,명사,리포밍 공정에 쓰는 촉매. 산화 알루미늄에 백금l 산화 크로뮴l 산화몰리브데넘 따위를 입힌 것이 있는데l 지금은 백금ㆍ레늄ㆍ산화 알루미늄 촉매와 같이 두 가지 이상의 금속을 혼합한 촉매를 쓰고 있다. ⇒규범 표기는 ‘경질 촉매’이다.
갱질휘발유,명사,옥탄값을 높이고 방향족 탄화수소를 얻기 위하여 휘발유 속의 리그로인 유분을 화학적으로 변화시킨 휘발유. ⇒규범 표기는 ‘경질 휘발유’이다.
갱짜,명사,논다니와 두 번째 상관하는 일. 또는 그런 사람.
갱째,명사,‘국자’의 방언
갱차,명사,광산에서l 캐낸 광석을 실어 나르는 뚜껑 없는 화차(貨車).
갱차트,품사 없음,동일한 시간 축에 하나 또는 그 이상으로 동시에 발생하는 활동들의 관계를 나타낸 도표.
갱참,명사,깊고 길게 파 놓은 구덩이.
갱초,명사,다시 문초(問招)함.
갱초하다,동사,다시 문초하다.
갱춘기,명사,갱년기에 접어드는 나이에 사춘기의 특징이 나타나는 것을 비유적으로 이르는 말.
갱충맞다,형용사,행동 따위가 조심성이 없고 아둔하다.
갱충머리없다,형용사,‘채신머리없다’의 북한어.
갱충적다,형용사,행동 따위가 조심성이 없고 아둔하다. ⇒규범 표기는 ‘갱충쩍다’이다.
갱충쩍다,형용사,행동 따위가 조심성이 없고 아둔하다.
갱취없다,형용사,‘흐리멍덩하다’의 방언
갱탕,명사,고기l 생선l 채소 따위에 물을 많이 붓고 간을 맞추어 끓인 음식.
갱파랍다,형용사,‘강파르다’의 방언
갱판,명사,광산에서l 물을 빼기 위하여 파 놓은 물길.
갱펜,명사,‘개평’의 방언
갱편,명사,‘개평’의 방언
갱폼,품사 없음,사용할 때마다 작은 부재(部材)의 조립과 분해를 반복하지 않으며l 대형화ㆍ단순화하여 한 번에 설치하고 해체하는 거푸집.
갱품,명사,다시 아룀.
갱품하다,동사,다시 아뢰다.
갱피,명사,‘강피’의 방언
갱피밥,명사,‘강피밥’의 방언
갱피죽,명사,‘강피죽’의 방언
갱핀,명사,‘개평’의 방언
갱핀꾼,명사,‘개평꾼’의 방언
갱핀돈,명사,‘개평’의 방언
갱핏하다,형용사,몸집이나 생김새가 여윈 듯하고 칼칼하다.
갱함,명사,땅이 꺼져서 생긴 구덩이.
갱헌,명사,종묘 제사나 향음주례에 쓰던 삶은 개고기.
갱화면,품사 없음,<FL>마이크로소프트사</FL>(Microsoft社)의 윈도를 개발한 사람들이 재미로 개발자의 이름을 몰래 숨겨 놓은 화면.
갱화석,명사,부석질(浮石質)인 석영 조면암. 흰색 또는 연분홍색으로 다공질(多孔質)이며l 풍화 작용에 잘 견딘다. 가공하기 쉬워 건축 재료로 쓴다.
갱환,명사,다시 바꿈.
갱환하다,동사,다시 바꾸다.
갱히,부사,하던 것을 되풀이해서. ⇒규범 표기는 ‘다시’이다.
갵디않다,형용사,‘같잖다’의 방언
갸,명사,‘기와’의 방언
갸기,명사,남을 업신여기고 잘난 체하며 뽐내는 태도.
갸날푸다,형용사,‘가냘프다’의 방언
갸날프다,형용사,‘가냘프다’의 방언
갸다,명사,‘나막신’의 방언
갸드락,명사,나지막한 산기슭의 비탈진 땅. ⇒규범 표기는 ‘자드락’이다.
갸록하다,형용사,착하고 장하다. ⇒규범 표기는 ‘갸륵하다’이다.
갸롬하다,형용사,‘갸름하다’의 방언
갸루,명사,일본에서 유행한 독특한 화장법. 또는 그런 화장을 한 여자. 영어 ‘걸(girl)’을 일본식으로 발음한 것으로l 화장과 머리 모양이 독특하고 개성이 있다.
갸루녀,명사,갸루 화장을 하고 독특한 스타일의 옷과 장신구 따위로 자신을 꾸미는 여자.
갸루메이크업,품사 없음,메이크업 베이스l 파운데이션 따위를 피부색이 드러나지 않을 정도로 얼굴에 짙게 바르고 색조 화장품으로 눈과 입술을 과장되게 강조하는 메이크업.
갸루족,명사,갸루 화장을 하고 머리 모양과 의상이 화려한 사람. 또는 그런 무리.
갸루패션,품사 없음,갸루족의 복식이나 두발 따위의 일정한 형식.
갸루화장,품사 없음,메이크업 베이스l 파운데이션 따위를 피부색이 드러나지 않을 정도로 얼굴에 짙게 바르고 색조 화장품으로 눈과 입술을 과장되게 강조하는 메이크업.
갸룸하다,형용사,‘갸름하다’의 방언
갸르람하다,형용사,‘갸름하다’의 북한어.
갸르릉,부사,고양이가 기분이 좋을 때 내는 소리.
갸르스름하다,형용사,보기 좋을 정도로 조금 가늘고 긴 듯하다.
갸륵,품사 없음,‘갸륵하다’의 어근.
갸륵하다,형용사,착하고 장하다.
갸륵히,부사,착하고 장하게.
갸름,품사 없음,‘갸름하다’의 어근.
갸름갸름,부사,여럿이 다 보기 좋을 정도로 조금 가늘고 긴 듯한 모양.
갸름갸름하다,형용사,여럿이 다 보기 좋을 정도로 조금 가늘고 긴 듯하다.
갸름컁컁,품사 없음,‘갸름컁컁하다’의 어근.
갸름컁컁하다,형용사,갸름하고 파리하다.
갸름하다,형용사,보기 좋을 정도로 조금 가늘고 긴 듯하다.
갸릉갸릉,부사,목구멍에 가래가 조금씩 자꾸 걸리는 소리.
갸릉대다,동사,목구멍에 가래가 조금씩 자주 걸리는 소리를 내다.
갸미,명사,‘개미’의 방언
갸수,명사,‘개수’의 방언
갸숫물,명사,‘개숫물’의 방언
갸시,명사,‘개수’의 방언
갸와,부사,‘겨우’의 방언
갸우,부사,‘겨우’의 방언
갸우듬,품사 없음,‘갸우듬하다’의 어근.
갸우듬하다,형용사,조금 갸운 듯하다.
갸우듬히,부사,조금 갸운 듯이.
갸우뚱,부사,물체가 한쪽으로 약간 갸울어지는 모양.
갸우뚱갸우뚱,부사,물체가 이쪽저쪽으로 자꾸 갸울어지며 흔들리는 모양.
갸우뚱갸우뚱하다,동사,물체가 이쪽저쪽으로 자꾸 갸울어지며 흔들리다. 또는 그렇게 하다.
갸우뚱거리다,동사,물체가 자꾸 이쪽저쪽으로 갸울어지며 흔들리다. 또는 그렇게 하다.
갸우뚱대다,동사,물체가 자꾸 이쪽저쪽으로 갸울어지며 흔들리다. 또는 그렇게 하다.
갸우뚱하다,동사,물체가 한쪽으로 약간 갸울어지다. 또는 그렇게 하다.
갸우랑갸우랑,부사,작은 물체가 이리저리 힘없이 자꾸 기울어지는 모양.
갸우랑갸우랑하다,동사,작은 물체가 이리저리 힘없이 자꾸 기울어지다. 또는 그렇게 하다.
갸우랑거리다,동사,작은 물체가 힘없이 이리저리 자꾸 기울어지다.
갸우랑대다,동사,작은 물체가 힘없이 이리저리 자꾸 기울어지다.
갸우스름,품사 없음,‘갸우스름하다’의 어근.
갸우스름하다,형용사,조금 갸울어진 듯하다.
갸우스름히,부사,조금 갸울어진 듯이.
갸울갸울,부사,작은 물체가 이리저리 자꾸 조금씩 기울어지는 모양.
갸울갸울하다,동사,작은 물체가 이리저리 자꾸 조금씩 기울어지다.
갸울거리다,동사,작은 물체가 자꾸 이리저리 조금씩 기울어지다.
갸울다,동사,비스듬하게 한쪽이 조금 낮아지거나 비뚤어지다.
갸울대다,동사,작은 물체가 자꾸 이리저리 조금씩 기울어지다.
갸울딱,부사,작은 물체가 깜찍하게 한쪽으로 많이 기울어지는 모양.
갸울딱갸울딱,부사,작은 물체가 깜찍하게 자꾸 이리저리 많이 기울어지는 모양.
갸울딱갸울딱하다,동사,작은 물체가 깜찍하게 자꾸 이리저리 많이 기울어지다.
갸울딱거리다,동사,작은 물체가 깜찍하게 이리저리 자꾸 많이 기울어지다.
갸울딱대다,동사,작은 물체가 깜찍하게 이리저리 자꾸 많이 기울어지다.
갸울딱하다,동사,작은 물체가 깜찍하게 한쪽으로 많이 기울어지다.
갸울어뜨리다,동사,갸울어지게 하다.
갸울어지다,동사,비스듬하게 한쪽이 조금 낮아지거나 비뚤어지게 되다.
갸울어트리다,동사,갸울어지게 하다.
갸울이다,동사,비스듬하게 한쪽을 조금 낮추거나 비뚤어지게 하다. ‘갸울다’의 사동사.
갸웃,부사,고개나 몸 따위를 한쪽으로 조금 갸울이는 모양.
갸웃갸웃,부사,고개나 몸 따위를 이쪽저쪽으로 조금씩 자꾸 갸울이는 모양.
갸웃갸웃하다,동사,고개나 몸 따위를 이쪽저쪽으로 조금씩 자꾸 갸울이다.
갸웃거리다,동사,고개나 몸 따위를 이쪽저쪽으로 자꾸 조금씩 갸울이다.
갸웃대다,동사,고개나 몸 따위를 이쪽저쪽으로 자꾸 조금씩 갸울이다.
갸웃드름하다,형용사,조금 갸울어진 듯하다. ⇒규범 표기는 ‘갸우스름하다’이다.
갸웃이,부사,고개나 몸 따위를 한쪽으로 조금 갸울게.
갸웃하다,동사,고개나 몸 따위를 한쪽으로 조금 갸울이다.
갸자,명사,음식을 나르는 데 쓰는 들것. 두 사람이 가마를 메듯이 하여 나른다.
갸자꾼,명사,갸자로 음식을 나르는 사람.
갸쥬,명사,‘갑산’의 옛말.
갸집,명사,‘기와집’의 방언
갸쿠마쓰리,명사,옷의 길 쪽을 잡고 감침질을 하는 일.
갸튼,부사,‘아무튼’의 방언
갸품,명사,의복 따위의 솔기를 꾸미는 오라기.
갸화집,명사,‘기와집’의 방언
갸?,명사,‘교만’의 옛말.
갸?,명사,그릇붙이. 세간.
갸?,명사,‘가자’의 옛말.
갹,명사,옛날에l 짚이나 마로 만든 신발.
갹금,명사,여러 사람이 각기 돈을 냄. 또는 그 돈.
갹금하다,동사,여러 사람이 각기 돈을 내다.
갹음,명사,술값을 여러 사람이 분담하고 술을 마심.
갹음하다,동사,술값을 여러 사람이 분담하고 술을 마시다.
갹출,명사,같은 목적을 위하여 여러 사람이 돈을 나누어 냄.
갹출금,명사,같은 목적을 위하여 여러 사람이 나누어 내는 돈.
갹출료,명사,같은 목적을 위하여 여러 사람이 나누어 내는 돈.
갹출액,명사,같은 목적을 위하여 여러 사람이 나누어 내는 금액.
갹출연금제도,품사 없음,연금을 수령하기 위하여 보험료 갹출을 조건으로 하는 제도. 국민연금 제도l 공무원 연금 제도l 군인 연금 제도 따위가 해당된다.
갹출제연금,품사 없음,피보험자나 사용자에게 보험료를 일정 기간 거두어들였다가 내주는 연금. 우리나라에서는 국민 복지 연금법l 공무원 연금법l 군인 연금법l 산업 재해 보상 보험법 따위에서 이를 규정하고 있다.
갹출하다,동사,같은 목적을 위하여 여러 사람이 돈을 나누어 내다.
갹토,명사,‘객토’의 방언
걀걀,부사,암탉이나 갈매기 따위가 내는 소리.
걀걀거리다,동사,암탉이나 갈매기 따위가 내는 소리가 자꾸 나다.
걀걀대다,동사,암탉이나 갈매기 따위가 내는 소리가 자꾸 나다.
걀걀하다,동사,암탉이나 갈매기 따위의 소리가 나다.
걀근걀근,부사,자꾸 간사스럽게 아양을 떠는 모양
걀금거리다,동사,조금씩 갉아 먹다
걀상걀상허다,형용사,‘걀쯤걀쯤하다’의 방언
걀상허다,형용사,‘걀쯤하다’의 방언
걀쑥걀쑥,부사,여럿이 다 깜찍하면서도 트인 맛이 나게 좀 긴 모양.
걀쑥걀쑥하다,형용사,여럿이 다 깜찍하면서도 트인 맛이 나게 좀 길다.
걀쑥이,부사,깜찍하고 트인 맛이 나도록 좀 길게.
걀쑥하다,형용사,깜찍하면서도 트인 맛이 나게 좀 길다.
걀쑴걀쑴,부사,여럿이 다 깜찍하면서도 트인 맛이 나게 갸름한 모양.
걀쑴걀쑴하다,형용사,여럿이 다 깜찍하면서도 트인 맛이 나게 갸름하다.
걀쑴하다,형용사,깜찍하면서도 트인 맛이 나게 갸름하다.
걀쑴히,부사,깜찍하고 트인 맛이 나도록 갸름하게.
걀쪽하다,형용사,‘갸름하다’의 방언
걀쭉,품사 없음,‘걀쭉하다’의 어근.
걀쭉걀쭉,부사,여럿이 다 보기 좋을 정도로 조금 긴 모양.
걀쭉걀쭉하다,형용사,여럿이 다 보기 좋을 정도로 조금 길다.
걀쭉동그레하다,형용사,좀 길쭉하면서 동근 데가 있다.
걀쭉스름,품사 없음,‘걀쭉스름하다’의 어근.
걀쭉스름하다,형용사,조금 걀쭉하다.
걀쭉이,부사,보기 좋을 정도로 조금 길게.
걀쭉하다,형용사,보기 좋을 정도로 조금 길다.
걀쭘하다,형용사,‘걀쯤하다’의 방언
걀쯔막,품사 없음,‘걀쯔막하다’의 어근.
걀쯔막하다,형용사,조금 넉넉히 갸름하다.
걀쯤,품사 없음,‘걀쯤하다’의 어근.
걀쯤걀쯤,부사,여럿이 다 꽤 갸름한 모양.
걀쯤걀쯤하다,형용사,여럿이 다 꽤 갸름하다.
걀쯤이,부사,꽤 갸름하게.
걀쯤하다,형용사,꽤 갸름하다.
걀찌막이,부사,조금 갸름한 듯이.
걀찌막하다,형용사,조금 갸름한 듯하다.
걀찍,품사 없음,‘걀찍하다’의 어근.
걀찍걀찍,부사,여럿이 다 길이가 알맞게 긴 듯한 모양.
걀찍걀찍하다,형용사,여럿이 다 길이가 알맞게 긴 듯하다.
걀찍이,부사,길이가 알맞게 긴 듯이.
걀찍하다,형용사,길이가 알맞게 긴 듯하다.
걈,명사,‘개암’의 방언
걋장,명사,‘기왓장’의 방언
걍,부사,‘그냥’의 방언
걍그영화,명사,‘갱 영화’의 북한어.
걔,품사 없음,‘그 아이’가 줄어든 말.
걔볍다,형용사,‘가볍다’의 방언
걔집,명사,‘기와집’의 방언
걔집애,명사,‘계집애’의 방언
걔통이,명사,‘교통’의 방언
걔툉이,명사,‘교통’의 방언
걘,명사,‘강변’의 방언
거,의존 명사,‘것’을 구어적으로 이르는 말. 서술격 조사 ‘이다’가 붙을 때에는 ‘거다’가 되고l 주격 조사 ‘이’나 보격 조사 ‘이’가 붙을 때에는 ‘게’로 형태가 바뀐다.
거가,명사,대대로 번창하고 문벌이 좋은 집안.
거가대교,품사 없음,경상남도 거제시 장목면과 부산광역시 강서구 가덕도를 연결하는 다리. 우리나라 최초의 해저 침매 터널 하나와 사장교 둘로 구성되어 있다. 2004년 12월에 착공하여 2010년 12월에 개통하였다. 길이는 8.2km.
거가대족,명사,대대로 번창하고 문벌이 좋은 집안.
거가보살,명사,처자가 있고 세상일에 종사하는 보살.
거가잡복고,명사,헌종 7년(1841)에 박규수가 쓴 복식 연구서. 남성의 복식을 논한 외복(外服)l 부녀자의 복식을 논한 내복(內服)l 동자복과 여자복 및 동자와 여자의 상복(常服)을 논한 유복동자복(幼服童子服)으로 구성되어 있다. 저자의 할아버지 연암 박지원이 이루지 못한 복식 개량의 뜻을 이어받아 쓴 책으로l 조선 후기의 복식 풍속을 체계적으로 정리하였다. 3권 2책.
거가지락,명사,세속의 영화에 마음을 두지 않고 집에서 시(詩)나 서도(書道) 따위로 세월을 보내는 즐거움.
거가하다,동사,집에서 한가롭게 지내다.
거각,명사,껍데기를 벗겨 버림.
거각되다,동사,거절당하여 물리쳐지다.
거각하다,동사,껍데기를 벗겨 버리다.
거간,명사,큰 죄를 저지른 간악한 사람.
거간꾼,명사,사고파는 사람 사이에 들어 흥정을 붙이는 일을 하는 사람.
거간병,명사,닭에 발생하는 림프성 백혈병. 종양이 생겨 간장이 현저하게 부어 커지는 병이다.
거간비,명사,사고파는 사람 사이에 들어 흥정을 붙인 데 대한 품삯.
거간살이,명사,사고파는 사람 사이에 들어 흥정을 붙이는 일을 하며 살아가는 생활.
거간을 들다,품사 없음,거간질을 하다.
거간을 서다,품사 없음,거간이 되어 흥정을 붙여 주다.
거간쟁이,명사,‘거간꾼’의 방언
거간질,명사,사고파는 사람 사이에서 돈을 받으면서 흥정을 붙이는 일을 낮잡는 뜻으로 이르는 말.
거간질하다,동사,(낮잡아) 사고파는 사람 사이에서 돈을 받으면서 흥정을 붙이다.
거간하다,동사,사고파는 사람 사이에 들어 흥정을 붙이다.
거갑,명사,으뜸가는 자리를 차지함. 또는 그런 사람.
거갑가다,동사,‘거갑하다’의 북한어.
거갑탕,명사,장국에 녹말을 풀고 조갯살l 송이l 은행 따위를 넣고 휘저어 가며 끓인 국.
거갑하다,동사,으뜸가는 자리를 차지하다.
거개,명사,상류 계급의 사람들이 타는 수레 위에 둥글게 버티던 우산 같은 휘장. 비나 볕을 가리기 위한 것이다.
거개나,명사,‘거의’의 방언
거개분,명사,‘대부분’의 방언
거갭다,형용사,‘가볍다’의 방언
거거,명사,거거과의 조개. 몸의 길이는 1.5미터l 넓이 50cml 무게 300kg에 달한다. 껍데기는 잿빛 흰색이며 부채 모양이고 깊숙한 다섯 고랑이 있다. 수반(水盤)이나 장식품으로 쓴다. 깊은 물속의 산호초 위에 붙어 사는데 태평양l 인도양 등지에 분포한다.
거거년,명사,지난해의 바로 전 해.
거거번,명사,지난번의 바로 전번.
거거연,명사,‘거거년’의 방언
거거월,명사,지난달의 바로 전달.
거거익심,명사,갈수록 더욱 심함.
거거익심하다,형용사,갈수록 더욱 심하다.
거거일,명사,어제의 전날.
거거지께,명사,‘그끄저께’의 방언
거거지반,부사,‘거지반’의 방언
거걸치다,동사,‘방해되다’의 방언
거겁다,형용사,‘가볍다’의 방언
거게,대명사,‘거기’의 방언
거견,명사,법무(法舞)에서 하는 춤 동작의 하나. 외거(外擧) 동작에서 팔을 들어 뒤로 젖히되l 어깨와 수평을 이루도록 하는 동작이다.
거겹다,형용사,‘가볍다’의 방언
거경,명사,큰 고래.
